date_key,full_date,day_of_week,day_number,month_number,month_name,quarter,year,is_weekend,is_holiday
20240821,2024-08-21,Wednesday,21,8,August,3,2024,FALSE,FALSE
20240822,2024-08-22,Thursday,22,8,August,3,2024,FALSE,FALSE
20240823,2024-08-23,Friday,23,8,August,3,2024,FALSE,FALSE
20240824,2024-08-24,Saturday,24,8,August,3,2024,TRUE,FALSE
20240825,2024-08-25,Sunday,25,8,August,3,2024,TRUE,FALSE
20240826,2024-08-26,Monday,26,8,August,3,2024,FALSE,FALSE
20240827,2024-08-27,Tuesday,27,8,August,3,2024,FALSE,FALSE
20240828,2024-08-28,Wednesday,28,8,August,3,2024,FALSE,FALSE
20240829,2024-08-29,Thursday,29,8,August,3,2024,FALSE,FALSE
20240830,2024-08-30,Friday,30,8,August,3,2024,FALSE,FALSE
20240831,2024-08-31,Saturday,31,8,August,3,2024,TRUE,FALSE
20240901,2024-09-01,Sunday,1,9,September,3,2024,TRUE,FALSE
20240902,2024-09-02,Monday,2,9,September,3,2024,FALSE,FALSE
20240903,2024-09-03,Tuesday,3,9,September,3,2024,FALSE,FALSE
20240904,2024-09-04,Wednesday,4,9,September,3,2024,FALSE,FALSE
20240905,2024-09-05,Thursday,5,9,September,3,2024,FALSE,FALSE
20240906,2024-09-06,Friday,6,9,September,3,2024,FALSE,FALSE
20240907,2024-09-07,Saturday,7,9,September,3,2024,TRUE,FALSE
20240908,2024-09-08,Sunday,8,9,September,3,2024,TRUE,FALSE
20240909,2024-09-09,Monday,9,9,September,3,2024,FALSE,FALSE
20240910,2024-09-10,Tuesday,10,9,September,3,2024,FALSE,FALSE
20240911,2024-09-11,Wednesday,11,9,September,3,2024,FALSE,FALSE
20240912,2024-09-12,Thursday,12,9,September,3,2024,FALSE,FALSE
20240913,2024-09-13,Friday,13,9,September,3,2024,FALSE,FALSE
20240914,2024-09-14,Saturday,14,9,September,3,2024,TRUE,FALSE
20240915,2024-09-15,Sunday,15,9,September,3,2024,TRUE,FALSE
20240916,2024-09-16,Monday,16,9,September,3,2024,FALSE,FALSE
20240917,2024-09-17,Tuesday,17,9,September,3,2024,FALSE,FALSE
20240918,2024-09-18,Wednesday,18,9,September,3,2024,FALSE,FALSE
20240919,2024-09-19,Thursday,19,9,September,3,2024,FALSE,FALSE
20240920,2024-09-20,Friday,20,9,September,3,2024,FALSE,FALSE
20240921,2024-09-21,Saturday,21,9,September,3,2024,TRUE,FALSE
20240922,2024-09-22,Sunday,22,9,September,3,2024,TRUE,FALSE
20240923,2024-09-23,Monday,23,9,September,3,2024,FALSE,FALSE
20240924,2024-09-24,Tuesday,24,9,September,3,2024,FALSE,TRUE
20240925,2024-09-25,Wednesday,25,9,September,3,2024,FALSE,FALSE
20240926,2024-09-26,Thursday,26,9,September,3,2024,FALSE,FALSE
20240927,2024-09-27,Friday,27,9,September,3,2024,FALSE,FALSE
20240928,2024-09-28,Saturday,28,9,September,3,2024,TRUE,FALSE
20240929,2024-09-29,Sunday,29,9,September,3,2024,TRUE,FALSE
20240930,2024-09-30,Monday,30,9,September,3,2024,FALSE,FALSE
20241001,2024-10-01,Tuesday,1,10,October,4,2024,FALSE,FALSE
20241002,2024-10-02,Wednesday,2,10,October,4,2024,FALSE,FALSE
20241003,2024-10-03,Thursday,3,10,October,4,2024,FALSE,FALSE
20241004,2024-10-04,Friday,4,10,October,4,2024,FALSE,FALSE
20241005,2024-10-05,Saturday,5,10,October,4,2024,TRUE,FALSE
20241006,2024-10-06,Sunday,6,10,October,4,2024,TRUE,FALSE
20241007,2024-10-07,Monday,7,10,October,4,2024,FALSE,FALSE
20241008,2024-10-08,Tuesday,8,10,October,4,2024,FALSE,FALSE
20241009,2024-10-09,Wednesday,9,10,October,4,2024,FALSE,FALSE
20241010,2024-10-10,Thursday,10,10,October,4,2024,FALSE,FALSE
20241011,2024-10-11,Friday,11,10,October,4,2024,FALSE,FALSE
20241012,2024-10-12,Saturday,12,10,October,4,2024,TRUE,FALSE
20241013,2024-10-13,Sunday,13,10,October,4,2024,TRUE,FALSE
20241014,2024-10-14,Monday,14,10,October,4,2024,FALSE,FALSE
20241015,2024-10-15,Tuesday,15,10,October,4,2024,FALSE,FALSE
20241016,2024-10-16,Wednesday,16,10,October,4,2024,FALSE,FALSE
20241017,2024-10-17,Thursday,17,10,October,4,2024,FALSE,FALSE
20241018,2024-10-18,Friday,18,10,October,4,2024,FALSE,FALSE
20241019,2024-10-19,Saturday,19,10,October,4,2024,TRUE,FALSE
20241020,2024-10-20,Sunday,20,10,October,4,2024,TRUE,FALSE
20241021,2024-10-21,Monday,21,10,October,4,2024,FALSE,FALSE
20241022,2024-10-22,Tuesday,22,10,October,4,2024,FALSE,FALSE
20241023,2024-10-23,Wednesday,23,10,October,4,2024,FALSE,FALSE
20241024,2024-10-24,Thursday,24,10,October,4,2024,FALSE,FALSE
20241025,2024-10-25,Friday,25,10,October,4,2024,FALSE,FALSE
20241026,2024-10-26,Saturday,26,10,October,4,2024,TRUE,FALSE
20241027,2024-10-27,Sunday,27,10,October,4,2024,TRUE,FALSE
20241028,2024-10-28,Monday,28,10,October,4,2024,FALSE,FALSE
20241029,2024-10-29,Tuesday,29,10,October,4,2024,FALSE,FALSE
20241030,2024-10-30,Wednesday,30,10,October,4,2024,FALSE,FALSE
20241031,2024-10-31,Thursday,31,10,October,4,2024,FALSE,FALSE
20241101,2024-11-01,Friday,1,11,November,4,2024,FALSE,FALSE
20241102,2024-11-02,Saturday,2,11,November,4,2024,TRUE,FALSE
20241103,2024-11-03,Sunday,3,11,November,4,2024,TRUE,FALSE
20241104,2024-11-04,Monday,4,11,November,4,2024,FALSE,FALSE
20241105,2024-11-05,Tuesday,5,11,November,4,2024,FALSE,FALSE
20241106,2024-11-06,Wednesday,6,11,November,4,2024,FALSE,FALSE
20241107,2024-11-07,Thursday,7,11,November,4,2024,FALSE,FALSE
20241108,2024-11-08,Friday,8,11,November,4,2024,FALSE,FALSE
20241109,2024-11-09,Saturday,9,11,November,4,2024,TRUE,FALSE
20241110,2024-11-10,Sunday,10,11,November,4,2024,TRUE,FALSE
20241111,2024-11-11,Monday,11,11,November,4,2024,FALSE,FALSE
20241112,2024-11-12,Tuesday,12,11,November,4,2024,FALSE,FALSE
20241113,2024-11-13,Wednesday,13,11,November,4,2024,FALSE,FALSE
20241114,2024-11-14,Thursday,14,11,November,4,2024,FALSE,FALSE
20241115,2024-11-15,Friday,15,11,November,4,2024,FALSE,FALSE
20241116,2024-11-16,Saturday,16,11,November,4,2024,TRUE,FALSE
20241117,2024-11-17,Sunday,17,11,November,4,2024,TRUE,FALSE
20241118,2024-11-18,Monday,18,11,November,4,2024,FALSE,FALSE
20241119,2024-11-19,Tuesday,19,11,November,4,2024,FALSE,FALSE
20241120,2024-11-20,Wednesday,20,11,November,4,2024,FALSE,FALSE
20241121,2024-11-21,Thursday,21,11,November,4,2024,FALSE,FALSE
20241122,2024-11-22,Friday,22,11,November,4,2024,FALSE,FALSE
20241123,2024-11-23,Saturday,23,11,November,4,2024,TRUE,FALSE
20241124,2024-11-24,Sunday,24,11,November,4,2024,TRUE,FALSE
20241125,2024-11-25,Monday,25,11,November,4,2024,FALSE,FALSE
20241126,2024-11-26,Tuesday,26,11,November,4,2024,FALSE,FALSE
20241127,2024-11-27,Wednesday,27,11,November,4,2024,FALSE,FALSE
20241128,2024-11-28,Thursday,28,11,November,4,2024,FALSE,FALSE
20241129,2024-11-29,Friday,29,11,November,4,2024,FALSE,FALSE
20241130,2024-11-30,Saturday,30,11,November,4,2024,TRUE,FALSE
20241201,2024-12-01,Sunday,1,12,December,4,2024,TRUE,FALSE
20241202,2024-12-02,Monday,2,12,December,4,2024,FALSE,FALSE
20241203,2024-12-03,Tuesday,3,12,December,4,2024,FALSE,FALSE
20241204,2024-12-04,Wednesday,4,12,December,4,2024,FALSE,FALSE
20241205,2024-12-05,Thursday,5,12,December,4,2024,FALSE,FALSE
20241206,2024-12-06,Friday,6,12,December,4,2024,FALSE,FALSE
20241207,2024-12-07,Saturday,7,12,December,4,2024,TRUE,FALSE
20241208,2024-12-08,Sunday,8,12,December,4,2024,TRUE,FALSE
20241209,2024-12-09,Monday,9,12,December,4,2024,FALSE,FALSE
20241210,2024-12-10,Tuesday,10,12,December,4,2024,FALSE,FALSE
20241211,2024-12-11,Wednesday,11,12,December,4,2024,FALSE,FALSE
20241212,2024-12-12,Thursday,12,12,December,4,2024,FALSE,FALSE
20241213,2024-12-13,Friday,13,12,December,4,2024,FALSE,FALSE
20241214,2024-12-14,Saturday,14,12,December,4,2024,TRUE,FALSE
20241215,2024-12-15,Sunday,15,12,December,4,2024,TRUE,FALSE
20241216,2024-12-16,Monday,16,12,December,4,2024,FALSE,TRUE
20241217,2024-12-17,Tuesday,17,12,December,4,2024,FALSE,FALSE
20241218,2024-12-18,Wednesday,18,12,December,4,2024,FALSE,FALSE
20241219,2024-12-19,Thursday,19,12,December,4,2024,FALSE,FALSE
20241220,2024-12-20,Friday,20,12,December,4,2024,FALSE,FALSE
20241221,2024-12-21,Saturday,21,12,December,4,2024,TRUE,FALSE
20241222,2024-12-22,Sunday,22,12,December,4,2024,TRUE,FALSE
20241223,2024-12-23,Monday,23,12,December,4,2024,FALSE,FALSE
20241224,2024-12-24,Tuesday,24,12,December,4,2024,FALSE,FALSE
20241225,2024-12-25,Wednesday,25,12,December,4,2024,FALSE,TRUE
20241226,2024-12-26,Thursday,26,12,December,4,2024,FALSE,TRUE
20241227,2024-12-27,Friday,27,12,December,4,2024,FALSE,FALSE
20241228,2024-12-28,Saturday,28,12,December,4,2024,TRUE,FALSE
20241229,2024-12-29,Sunday,29,12,December,4,2024,TRUE,FALSE
20241230,2024-12-30,Monday,30,12,December,4,2024,FALSE,FALSE
20241231,2024-12-31,Tuesday,31,12,December,4,2024,FALSE,FALSE
